# Marker IDs can be arbitrary strings.
# Marker ID,	Time (in s)
_ch0_neuron0,	3.0491
_ch0_neuron0,	3.0602
_ch0_neuron0,	3.0642
_ch0_neuron0,	3.0662
_ch0_neuron0,	3.0685
_ch0_neuron0,	3.0701
_ch0_neuron0,	3.0813
_ch0_neuron0,	3.0959
_ch0_neuron0,	3.1154
_ch0_neuron0,	3.1317
_ch0_neuron0,	3.1481
_ch0_neuron0,	3.1653
_ch0_neuron0,	3.1829
_ch0_neuron0,	3.1858
_ch0_neuron0,	3.2026
_ch0_neuron0,	3.2196
_ch0_neuron0,	3.2213
_ch0_neuron0,	3.2348
_ch0_neuron0,	3.2433
_ch0_neuron0,	3.2485
_ch0_neuron0,	3.2650
_ch0_neuron0,	3.2709
_ch0_neuron0,	3.2776
_ch0_neuron0,	3.2926
_ch0_neuron0,	3.2937
_ch0_neuron0,	3.2998
_ch0_neuron0,	3.3022
_ch0_neuron0,	3.3072
_ch0_neuron0,	3.3170
_ch0_neuron0,	3.3204
_ch0_neuron0,	3.3361
_ch0_neuron0,	3.3494
_ch0_neuron0,	3.3674
_ch0_neuron0,	3.3811
_ch0_neuron0,	3.3961
_ch0_neuron0,	3.4123
_ch0_neuron0,	3.4252
_ch0_neuron0,	3.4435
_ch0_neuron0,	3.4566
_ch0_neuron0,	3.4586
_ch0_neuron0,	3.4678
_ch0_neuron0,	3.4832
_ch0_neuron0,	3.4980
_ch0_neuron0,	3.5126
_ch0_neuron0,	3.5229
_ch0_neuron0,	3.5263
_ch0_neuron0,	3.5417
_ch0_neuron0,	3.5550
_ch0_neuron0,	3.5583
_ch0_neuron0,	3.5662
_ch0_neuron0,	3.5810
_ch0_neuron0,	3.6094
_ch0_neuron0,	3.6255
_ch0_neuron0,	3.6390
_ch0_neuron0,	3.6504
_ch0_neuron0,	3.6612
_ch0_neuron0,	3.6757
_ch0_neuron0,	3.6898
_ch0_neuron0,	3.7048
_ch0_neuron0,	3.7189
_ch0_neuron0,	3.7319
_ch0_neuron0,	3.7331
_ch0_neuron0,	3.7491
_ch0_neuron0,	3.7634
_ch0_neuron0,	3.7819
_ch0_neuron0,	3.7854
_ch0_neuron0,	3.7951
_ch0_neuron0,	3.7974
_ch0_neuron0,	3.8020
_ch0_neuron0,	3.8130
_ch0_neuron0,	3.8298
_ch0_neuron0,	3.8391
_ch0_neuron0,	3.8444
_ch0_neuron0,	3.8670
_ch0_neuron0,	3.8865
_ch0_neuron0,	3.9021
_ch0_neuron0,	3.9137
_ch0_neuron0,	3.9252
_ch0_neuron0,	3.9265
_ch0_neuron0,	3.9428
_ch0_neuron0,	3.9567
_ch0_neuron0,	3.9715
_ch0_neuron0,	3.9859
_ch0_neuron0,	4.0082
_ch0_neuron0,	4.0212
_ch0_neuron0,	4.0273
_ch0_neuron0,	4.0386
_ch0_neuron0,	4.0538
_ch0_neuron0,	4.0683
_ch0_neuron0,	4.0761
_ch0_neuron0,	4.0836
_ch0_neuron0,	4.0848
_ch0_neuron0,	4.1054
_ch0_neuron0,	4.1146
_ch0_neuron0,	4.1198
_ch0_neuron0,	4.1338
_ch0_neuron0,	4.1430
_ch0_neuron0,	4.1568
_ch0_neuron0,	4.1627
_ch0_neuron0,	4.1696
_ch0_neuron0,	4.1843
_ch0_neuron0,	4.1965
_ch0_neuron0,	4.2028
_ch0_neuron0,	4.2190
_ch0_neuron0,	4.2357
_ch0_neuron0,	4.2531
_ch0_neuron0,	4.2691
_ch0_neuron0,	4.2841
_ch0_neuron0,	4.2989
_ch0_neuron0,	4.3124
_ch0_neuron0,	4.3234
_ch0_neuron0,	4.3293
_ch0_neuron0,	4.3443
_ch0_neuron0,	4.3563
_ch0_neuron0,	4.3764
_ch0_neuron0,	4.3931
_ch0_neuron0,	4.3981
_ch0_neuron0,	4.4103
_ch0_neuron0,	4.4226
_ch0_neuron0,	4.4274
_ch0_neuron0,	4.4374
_ch0_neuron0,	4.4392
_ch0_neuron0,	4.4524
_ch0_neuron0,	4.4726
_ch0_neuron0,	4.4877
_ch0_neuron0,	4.5006
_ch0_neuron0,	4.5184
_ch0_neuron0,	4.5279
_ch0_neuron0,	4.5380
_ch0_neuron0,	4.5399
_ch0_neuron0,	4.5518
_ch0_neuron0,	4.5652
_ch0_neuron0,	4.5672
_ch0_neuron0,	4.5844
_ch0_neuron0,	4.5862
_ch0_neuron0,	4.6032
_ch0_neuron0,	4.6180
_ch0_neuron0,	4.6336
_ch0_neuron0,	4.6423
_ch0_neuron0,	4.6478
_ch0_neuron0,	4.6617
_ch0_neuron0,	4.6763
_ch0_neuron0,	4.6839
_ch0_neuron0,	4.6903
_ch0_neuron0,	4.7071
_ch0_neuron0,	4.7123
_ch0_neuron0,	4.7158
_ch0_neuron0,	4.7217
_ch0_neuron0,	4.7285
_ch0_neuron0,	4.7319
_ch0_neuron0,	4.7333
_ch0_neuron0,	4.7501
_ch0_neuron0,	4.7650
_ch0_neuron0,	4.7741
_ch0_neuron0,	4.7802
_ch0_neuron0,	4.7945
_ch0_neuron0,	4.8109
_ch0_neuron0,	4.8262
_ch0_neuron0,	4.8384
_ch0_neuron0,	4.8558
_ch0_neuron0,	4.8685
_ch0_neuron0,	4.8855
_ch0_neuron0,	4.8881
_ch0_neuron0,	4.9000
_ch0_neuron0,	4.9099
_ch0_neuron0,	4.9153
_ch0_neuron0,	4.9282
_ch0_neuron0,	4.9392
_ch0_neuron0,	4.9432
_ch0_neuron0,	4.9516
_ch0_neuron0,	4.9556
_ch0_neuron0,	4.9577
_ch0_neuron0,	4.9772
_ch0_neuron0,	4.9900
_ch0_neuron0,	4.9937
_ch0_neuron0,	5.0042
_ch0_neuron0,	5.0218
_ch0_neuron0,	5.0323
_ch0_neuron0,	5.0554
_ch0_neuron0,	5.0700
_ch0_neuron0,	5.0860
_ch0_neuron0,	5.0935
_ch0_neuron0,	5.0988
_ch0_neuron0,	5.1036
_ch0_neuron0,	5.1179
_ch0_neuron0,	5.1350
_ch0_neuron0,	5.1499
_ch0_neuron0,	5.1653
_ch0_neuron0,	5.1801
_ch0_neuron0,	5.1934
_ch0_neuron0,	5.2049
_ch0_neuron0,	5.2100
_ch0_neuron0,	5.2224
_ch0_neuron0,	5.2393
_ch0_neuron0,	5.2533
_ch0_neuron0,	5.2615
_ch0_neuron0,	5.2655
_ch0_neuron0,	5.2805
_ch0_neuron0,	5.2861
_ch0_neuron0,	5.3045
_ch0_neuron0,	5.3189
_ch0_neuron0,	5.3235
_ch0_neuron0,	5.3369
_ch0_neuron0,	5.3492
_ch0_neuron0,	5.3509
_ch0_neuron0,	5.3668
_ch0_neuron0,	5.3814
_ch0_neuron0,	5.3967
_ch0_neuron0,	5.4110
_ch0_neuron0,	5.4141
_ch0_neuron0,	5.4337
_ch0_neuron0,	5.4497
_ch0_neuron0,	5.4568
_ch0_neuron0,	5.4634
_neuron0threshhig-1331,	0.0000
_neuron0threshlow-6301,	0.0000
_ch1_neuron2,	0.0134
_ch1_neuron2,	0.0237
_ch1_neuron2,	0.0295
_ch1_neuron2,	0.0461
_ch1_neuron2,	0.0544
_ch1_neuron2,	0.0590
_ch1_neuron2,	0.0700
_ch1_neuron2,	0.0730
_ch1_neuron2,	0.0886
_ch1_neuron2,	0.1106
_ch1_neuron2,	0.1170
_ch1_neuron2,	0.1238
_ch1_neuron2,	0.1394
_ch1_neuron2,	0.1508
_ch1_neuron2,	0.1582
_ch1_neuron2,	0.1604
_ch1_neuron2,	0.1644
_ch1_neuron2,	0.1662
_ch1_neuron2,	0.1781
_ch1_neuron2,	0.1916
_ch1_neuron2,	0.2089
_ch1_neuron2,	0.2229
_ch1_neuron2,	0.2432
_ch1_neuron2,	0.2495
_ch1_neuron2,	0.2522
_ch1_neuron2,	0.2605
_ch1_neuron2,	0.2773
_ch1_neuron2,	0.2803
_ch1_neuron2,	0.2937
_ch1_neuron2,	0.3119
_ch1_neuron2,	0.3269
_ch1_neuron2,	0.3427
_ch1_neuron2,	0.3528
_ch1_neuron2,	0.3558
_ch1_neuron2,	0.3600
_ch1_neuron2,	0.3638
_ch1_neuron2,	0.3660
_ch1_neuron2,	0.3711
_ch1_neuron2,	0.3894
_ch1_neuron2,	0.4017
_ch1_neuron2,	0.4047
_ch1_neuron2,	0.4193
_ch1_neuron2,	0.4392
_ch1_neuron2,	0.4594
_ch1_neuron2,	0.4742
_ch1_neuron2,	0.4868
_ch1_neuron2,	0.4982
_ch1_neuron2,	0.5006
_ch1_neuron2,	0.5035
_ch1_neuron2,	0.5171
_ch1_neuron2,	0.5200
_ch1_neuron2,	0.5317
_ch1_neuron2,	0.5347
_ch1_neuron2,	0.5470
_ch1_neuron2,	0.5572
_ch1_neuron2,	0.5602
_ch1_neuron2,	0.5750
_ch1_neuron2,	0.5772
_ch1_neuron2,	0.5887
_ch1_neuron2,	0.6018
_ch1_neuron2,	0.6047
_ch1_neuron2,	0.6265
_ch1_neuron2,	0.6433
_ch1_neuron2,	0.6561
_ch1_neuron2,	0.6684
_ch1_neuron2,	0.6833
_ch1_neuron2,	0.6992
_ch1_neuron2,	0.7022
_ch1_neuron2,	0.7080
_ch1_neuron2,	0.7132
_ch1_neuron2,	0.7161
_ch1_neuron2,	0.7300
_ch1_neuron2,	0.7329
_ch1_neuron2,	0.7469
_ch1_neuron2,	0.7600
_ch1_neuron2,	0.7737
_ch1_neuron2,	0.7894
_ch1_neuron2,	0.7980
_ch1_neuron2,	0.8060
_ch1_neuron2,	0.8227
_ch1_neuron2,	0.8379
_ch1_neuron2,	0.8440
_ch1_neuron2,	0.8462
_ch1_neuron2,	0.8511
_ch1_neuron2,	0.8587
_ch1_neuron2,	0.8644
_ch1_neuron2,	0.8673
_ch1_neuron2,	0.8805
_ch1_neuron2,	0.8949
_ch1_neuron2,	0.9061
_ch1_neuron2,	0.9090
_ch1_neuron2,	0.9227
_ch1_neuron2,	0.9327
_ch1_neuron2,	0.9392
_ch1_neuron2,	0.9515
_ch1_neuron2,	0.9591
_ch1_neuron2,	0.9661
_ch1_neuron2,	0.9690
_ch1_neuron2,	0.9799
_ch1_neuron2,	0.9828
_ch1_neuron2,	0.9970
_ch1_neuron2,	1.0118
_ch1_neuron2,	1.0171
_ch1_neuron2,	1.0193
_ch1_neuron2,	1.0242
_ch1_neuron2,	1.0319
_ch1_neuron2,	1.0335
_ch1_neuron2,	1.0346
_ch1_neuron2,	1.0361
_ch1_neuron2,	1.0491
_ch1_neuron2,	1.0679
_ch1_neuron2,	1.0787
_ch1_neuron2,	1.0817
_ch1_neuron2,	1.0845
_ch1_neuron2,	1.0939
_ch1_neuron2,	1.0971
_ch1_neuron2,	1.0984
_ch1_neuron2,	1.1060
_ch1_neuron2,	1.1125
_ch1_neuron2,	1.1277
_ch1_neuron2,	1.1305
_ch1_neuron2,	1.1375
_ch1_neuron2,	1.1397
_ch1_neuron2,	1.1430
_ch1_neuron2,	1.1567
_ch1_neuron2,	1.1707
_ch1_neuron2,	1.1847
_ch1_neuron2,	1.2108
_ch1_neuron2,	1.2234
_ch1_neuron2,	1.2378
_ch1_neuron2,	1.2526
_ch1_neuron2,	1.2555
_ch1_neuron2,	1.2695
_ch1_neuron2,	1.2850
_ch1_neuron2,	1.3024
_ch1_neuron2,	1.3143
_ch1_neuron2,	1.3173
_ch1_neuron2,	1.3279
_ch1_neuron2,	1.3310
_ch1_neuron2,	1.3430
_ch1_neuron2,	1.3482
_ch1_neuron2,	1.3638
_ch1_neuron2,	1.3793
_ch1_neuron2,	1.3887
_ch1_neuron2,	1.3917
_ch1_neuron2,	1.4044
_ch1_neuron2,	1.4074
_ch1_neuron2,	1.4225
_ch1_neuron2,	1.4315
_ch1_neuron2,	1.4343
_ch1_neuron2,	1.4464
_ch1_neuron2,	1.4486
_ch1_neuron2,	1.4516
_ch1_neuron2,	1.4589
_ch1_neuron2,	1.4699
_ch1_neuron2,	1.4709
_ch1_neuron2,	1.4721
_ch1_neuron2,	1.4848
_ch1_neuron2,	1.4878
_ch1_neuron2,	1.4986
_ch1_neuron2,	1.5017
_ch1_neuron2,	1.5146
_ch1_neuron2,	1.5175
_ch1_neuron2,	1.5324
_ch1_neuron2,	1.5483
_ch1_neuron2,	1.5514
_ch1_neuron2,	1.5659
_ch1_neuron2,	1.5815
_ch1_neuron2,	1.5958
_ch1_neuron2,	1.5987
_ch1_neuron2,	1.6117
_ch1_neuron2,	1.6248
_ch1_neuron2,	1.6277
_ch1_neuron2,	1.6431
_ch1_neuron2,	1.6579
_ch1_neuron2,	1.6647
_ch1_neuron2,	1.6807
_ch1_neuron2,	1.6949
_ch1_neuron2,	1.7094
_ch1_neuron2,	1.7205
_ch1_neuron2,	1.7223
_ch1_neuron2,	1.7234
_ch1_neuron2,	1.7245
_ch1_neuron2,	1.7339
_ch1_neuron2,	1.7369
_ch1_neuron2,	1.7545
_ch1_neuron2,	1.7717
_ch1_neuron2,	1.7795
_ch1_neuron2,	1.7822
_ch1_neuron2,	1.7855
_ch1_neuron2,	1.7872
_ch1_neuron2,	1.7888
_ch1_neuron2,	1.7938
_ch1_neuron2,	1.7948
_ch1_neuron2,	1.7971
_ch1_neuron2,	1.8011
_ch1_neuron2,	1.8032
_ch1_neuron2,	1.8047
_ch1_neuron2,	1.8191
_ch1_neuron2,	1.8320
_ch1_neuron2,	1.8406
_ch1_neuron2,	1.8461
_ch1_neuron2,	1.8593
_ch1_neuron2,	1.8622
_ch1_neuron2,	1.8787
_ch1_neuron2,	1.8809
_ch1_neuron2,	1.8985
_ch1_neuron2,	1.9078
_ch1_neuron2,	1.9107
_ch1_neuron2,	1.9211
_ch1_neuron2,	1.9240
_ch1_neuron2,	1.9402
_ch1_neuron2,	1.9545
_ch1_neuron2,	1.9574
_ch1_neuron2,	1.9724
_ch1_neuron2,	1.9863
_ch1_neuron2,	2.0071
_ch1_neuron2,	2.0112
_ch1_neuron2,	2.0217
_ch1_neuron2,	2.0246
_ch1_neuron2,	2.0394
_ch1_neuron2,	2.0423
_ch1_neuron2,	2.0546
_ch1_neuron2,	2.0569
_ch1_neuron2,	2.0581
_ch1_neuron2,	2.0644
_ch1_neuron2,	2.0765
_ch1_neuron2,	2.0866
_ch1_neuron2,	2.0878
_ch1_neuron2,	2.0908
_ch1_neuron2,	2.1047
_ch1_neuron2,	2.1089
_ch1_neuron2,	2.1141
_ch1_neuron2,	2.1171
_ch1_neuron2,	2.1331
_ch1_neuron2,	2.1508
_ch1_neuron2,	2.1663
_ch1_neuron2,	2.1693
_ch1_neuron2,	2.1818
_ch1_neuron2,	2.1995
_ch1_neuron2,	2.2099
_ch1_neuron2,	2.2121
_ch1_neuron2,	2.2173
_ch1_neuron2,	2.2284
_ch1_neuron2,	2.2315
_ch1_neuron2,	2.2398
_ch1_neuron2,	2.2428
_ch1_neuron2,	2.2557
_ch1_neuron2,	2.2685
_ch1_neuron2,	2.2815
_ch1_neuron2,	2.3006
_ch1_neuron2,	2.3080
_ch1_neuron2,	2.3167
_ch1_neuron2,	2.3197
_ch1_neuron2,	2.3241
_ch1_neuron2,	2.3273
_ch1_neuron2,	2.3414
_ch1_neuron2,	2.3602
_ch1_neuron2,	2.3747
_ch1_neuron2,	2.3888
_ch1_neuron2,	2.3977
_ch1_neuron2,	2.4006
_ch1_neuron2,	2.4145
_ch1_neuron2,	2.4234
_ch1_neuron2,	2.4262
_ch1_neuron2,	2.4387
_ch1_neuron2,	2.4475
_ch1_neuron2,	2.4569
_ch1_neuron2,	2.4607
_ch1_neuron2,	2.4728
_ch1_neuron2,	2.4788
_ch1_neuron2,	2.4819
_ch1_neuron2,	2.4874
_ch1_neuron2,	2.5013
_ch1_neuron2,	2.5202
_ch1_neuron2,	2.5400
_ch1_neuron2,	2.5544
_ch1_neuron2,	2.5697
_ch1_neuron2,	2.5827
_ch1_neuron2,	2.5954
_ch1_neuron2,	2.5982
_ch1_neuron2,	2.6116
_ch1_neuron2,	2.6254
_ch1_neuron2,	2.6444
_ch1_neuron2,	2.6609
_ch1_neuron2,	2.6705
_ch1_neuron2,	2.6753
_ch1_neuron2,	2.6939
_ch1_neuron2,	2.6976
_ch1_neuron2,	2.6997
_ch1_neuron2,	2.7136
_ch1_neuron2,	2.7306
_ch1_neuron2,	2.7482
_ch1_neuron2,	2.7696
_ch1_neuron2,	2.7842
_ch1_neuron2,	2.7885
_ch1_neuron2,	2.7912
_ch1_neuron2,	2.7963
_ch1_neuron2,	2.8116
_ch1_neuron2,	2.8287
_ch1_neuron2,	2.8428
_ch1_neuron2,	2.8453
_ch1_neuron2,	2.8521
_ch1_neuron2,	2.8543
_ch1_neuron2,	2.8613
_ch1_neuron2,	2.8763
_ch1_neuron2,	2.8941
_ch1_neuron2,	2.9013
_ch1_neuron2,	2.9089
_ch1_neuron2,	2.9118
_ch1_neuron2,	2.9283
_ch1_neuron2,	2.9334
_ch1_neuron2,	2.9434
_ch1_neuron2,	2.9570
_ch1_neuron2,	2.9644
_ch1_neuron2,	2.9725
_ch1_neuron2,	2.9741
_ch1_neuron2,	2.9757
_ch1_neuron2,	2.9768
_ch1_neuron2,	2.9874
_ch1_neuron2,	3.0009
_ch1_neuron2,	3.0173
_ch1_neuron2,	3.0346
_ch1_neuron2,	3.0491
_ch1_neuron2,	3.0603
_ch1_neuron2,	3.0616
_ch1_neuron2,	3.0633
_ch1_neuron2,	3.0643
_ch1_neuron2,	3.0662
_ch1_neuron2,	3.0685
_ch1_neuron2,	3.0701
_ch1_neuron2,	3.0722
_ch1_neuron2,	3.0813
_ch1_neuron2,	3.0931
_ch1_neuron2,	3.0960
_ch1_neuron2,	3.1154
_ch1_neuron2,	3.1317
_ch1_neuron2,	3.1423
_ch1_neuron2,	3.1453
_ch1_neuron2,	3.1481
_ch1_neuron2,	3.1654
_ch1_neuron2,	3.1693
_ch1_neuron2,	3.1786
_ch1_neuron2,	3.1803
_ch1_neuron2,	3.1829
_ch1_neuron2,	3.1858
_ch1_neuron2,	3.2027
_ch1_neuron2,	3.2213
_ch1_neuron2,	3.2348
_ch1_neuron2,	3.2412
_ch1_neuron2,	3.2434
_ch1_neuron2,	3.2651
_ch1_neuron2,	3.2709
_ch1_neuron2,	3.2746
_ch1_neuron2,	3.2776
_ch1_neuron2,	3.2926
_ch1_neuron2,	3.2938
_ch1_neuron2,	3.2998
_ch1_neuron2,	3.3022
_ch1_neuron2,	3.3037
_ch1_neuron2,	3.3072
_ch1_neuron2,	3.3203
_ch1_neuron2,	3.3361
_ch1_neuron2,	3.3494
_ch1_neuron2,	3.3674
_ch1_neuron2,	3.3812
_ch1_neuron2,	3.3895
_ch1_neuron2,	3.3961
_ch1_neuron2,	3.4123
_ch1_neuron2,	3.4253
_ch1_neuron2,	3.4435
_ch1_neuron2,	3.4585
_ch1_neuron2,	3.4679
_ch1_neuron2,	3.4833
_ch1_neuron2,	3.4980
_ch1_neuron2,	3.5126
_ch1_neuron2,	3.5263
_ch1_neuron2,	3.5417
_ch1_neuron2,	3.5550
_ch1_neuron2,	3.5583
_ch1_neuron2,	3.5632
